0.01  1.2962999999999998e-05  1.2962999999999998e-05
0.02  1.3097999999999955e-05  1.3097999999999955e-05
0.03  1.3227000000000002e-05  1.3227000000000002e-05
0.04  1.3350000000000047e-05  1.3350000000000047e-05
0.05  1.3463999999999975e-05  1.3463999999999975e-05
0.06  1.3572000000000002e-05  1.3572000000000002e-05
0.07  1.3672000000000033e-05  1.3672000000000033e-05
0.08  1.376299999999998e-05  1.376299999999998e-05
0.09  1.3845000000000041e-05  1.3845000000000041e-05
0.1  1.3916999999999977e-05  1.3916999999999977e-05
0.11  1.3980999999999984e-05  1.3980999999999984e-05
0.12  1.4032999999999979e-05  1.4032999999999979e-05
0.13  1.4075000000000019e-05  1.4075000000000019e-05
0.14  1.4105e-05  1.4105e-05
0.15  1.4123000000000027e-05  1.4123000000000027e-05
0.16  1.4128e-05  1.4128e-05
0.17  1.4119999999999948e-05  1.4119999999999948e-05
0.18  1.4099000000000042e-05  1.4099000000000042e-05
0.19  1.4063000000000026e-05  1.4063000000000026e-05
0.2  1.401100000000003e-05  1.401100000000003e-05
0.21  1.3944999999999942e-05  1.3944999999999942e-05
0.22  1.3862000000000026e-05  1.3862000000000026e-05
0.23  1.3761999999999976e-05  1.3761999999999976e-05
0.24  1.364400000000006e-05  1.364400000000006e-05
0.25  1.3507999999999995e-05  1.3507999999999995e-05
0.26  1.3353999999999895e-05  1.3353999999999895e-05
0.27  1.3177999999999949e-05  1.3177999999999949e-05
0.28  1.29840000000001e-05  1.29840000000001e-05
0.29  1.2767000000000068e-05  1.2767000000000068e-05
0.3  1.2527999999999879e-05  1.2527999999999879e-05
0.31  1.2267999999999988e-05  1.2267999999999988e-05
0.32  1.1981999999999971e-05  1.1981999999999971e-05
0.33  1.1674000000000109e-05  1.1674000000000109e-05
0.34  1.1339999999999952e-05  1.1339999999999952e-05
0.35000000000000003  1.098000000000001e-05  1.098000000000001e-05
0.36  1.0594000000000002e-05  1.0594000000000002e-05
0.37  1.0179000000000051e-05  1.0179000000000051e-05
0.38  9.735999999999893e-06  9.735999999999893e-06
0.39  9.263000000000008e-06  9.263000000000008e-06
0.4  8.760000000000057e-06  8.760000000000057e-06
0.41000000000000003  8.229999999999913e-06  8.229999999999913e-06
0.42  7.670000000000082e-06  7.670000000000082e-06
0.43  7.060000000000059e-06  7.060000000000059e-06
0.44  6.439999999999885e-06  6.439999999999885e-06
0.45  5.770000000000111e-06  5.770000000000111e-06
0.46  5.05999999999991e-06  5.05999999999991e-06
0.47000000000000003  4.3300000000000034e-06  4.3300000000000034e-06
0.48  3.550000000000008e-06  3.550000000000008e-06
0.49  2.7400000000000763e-06  2.7400000000000763e-06
0.5  1.8899999999999074e-06  1.8899999999999074e-06
0.51  9.899999999999677e-07  9.899999999999677e-07
0.52  6.000000000013151e-08  6.000000000013151e-08
0.53  -9.199999999999836e-07  -9.199999999999836e-07
0.54  -1.940000000000017e-06  -1.940000000000017e-06
0.55  -3.0099999999999907e-06  -3.0099999999999907e-06
0.56  -4.11000000000003e-06  -4.11000000000003e-06
0.5700000000000001  -5.270000000000031e-06  -5.270000000000031e-06
0.58  -6.470000000000023e-06  -6.470000000000023e-06
0.59  -7.71999999999998e-06  -7.71999999999998e-06
0.6  -9.020000000000119e-06  -9.020000000000119e-06
0.61  -1.036999999999986e-05  -1.036999999999986e-05
0.62  -1.1770000000000048e-05  -1.1770000000000048e-05
0.63  -1.3218000000000037e-05  -1.3218000000000037e-05
0.64  -1.4724999999999917e-05  -1.4724999999999917e-05
0.65  -1.628299999999998e-05  -1.628299999999998e-05
0.66  -1.789499999999992e-05  -1.789499999999992e-05
0.67  -1.9563000000000053e-05  -1.9563000000000053e-05
0.68  -2.1287000000000035e-05  -2.1287000000000035e-05
0.6900000000000001  -2.3069000000000012e-05  -2.3069000000000012e-05
