0.01  2.591100000000013e-06  2.591100000000013e-06
0.02  2.6179999999999934e-06  2.6179999999999934e-06
0.03  2.6439999999999915e-06  2.6439999999999915e-06
0.04  2.668000000000018e-06  2.668000000000018e-06
0.05  2.6909999999999963e-06  2.6909999999999963e-06
0.06  2.7129999999999912e-06  2.7129999999999912e-06
0.07  2.73300000000001e-06  2.73300000000001e-06
0.08  2.749999999999996e-06  2.749999999999996e-06
0.09  2.768000000000006e-06  2.768000000000006e-06
0.1  2.7819999999999862e-06  2.7819999999999862e-06
0.11  2.7940000000000037e-06  2.7940000000000037e-06
0.12  2.805000000000011e-06  2.805000000000011e-06
0.13  2.812999999999995e-06  2.812999999999995e-06
0.14  2.818999999999991e-06  2.818999999999991e-06
0.15  2.8230000000000037e-06  2.8230000000000037e-06
0.16  2.824000000000002e-06  2.824000000000002e-06
0.17  2.8219999999999892e-06  2.8219999999999892e-06
0.18  2.818000000000014e-06  2.818000000000014e-06
0.19  2.8110000000000032e-06  2.8110000000000032e-06
0.2  2.8009999999999813e-06  2.8009999999999813e-06
0.21  2.787000000000005e-06  2.787000000000005e-06
0.22  2.7710000000000002e-06  2.7710000000000002e-06
0.23  2.7499999999999923e-06  2.7499999999999923e-06
0.24  2.7280000000000067e-06  2.7280000000000067e-06
0.25  2.7000000000000097e-06  2.7000000000000097e-06
0.26  2.669000000000001e-06  2.669000000000001e-06
0.27  2.633999999999988e-06  2.633999999999988e-06
0.28  2.5949999999999917e-06  2.5949999999999917e-06
0.29  2.5520000000000257e-06  2.5520000000000257e-06
0.3  2.5039999999999997e-06  2.5039999999999997e-06
0.31  2.451999999999983e-06  2.451999999999983e-06
0.32  2.394999999999998e-06  2.394999999999998e-06
0.33  2.3330000000000016e-06  2.3330000000000016e-06
0.34  2.267000000000001e-06  2.267000000000001e-06
0.35000000000000003  2.1939999999999975e-06  2.1939999999999975e-06
0.36  2.118000000000029e-06  2.118000000000029e-06
0.37  2.033999999999986e-06  2.033999999999986e-06
0.38  1.945999999999971e-06  1.945999999999971e-06
0.39  1.852000000000002e-06  1.852000000000002e-06
0.4  1.7519999999999946e-06  1.7519999999999946e-06
0.41000000000000003  1.6440000000000204e-06  1.6440000000000204e-06
0.42  1.5319999999999868e-06  1.5319999999999868e-06
0.43  1.4130000000000392e-06  1.4130000000000392e-06
0.44  1.2859999999999643e-06  1.2859999999999643e-06
0.45  1.15300000000002e-06  1.15300000000002e-06
0.46  1.0130000000000096e-06  1.0130000000000096e-06
0.47000000000000003  8.649999999999901e-07  8.649999999999901e-07
0.48  7.099999999999931e-07  7.099999999999931e-07
0.49  5.470000000000215e-07  5.470000000000215e-07
0.5  3.7699999999998777e-07  3.7699999999998777e-07
0.51  1.9800000000000198e-07  1.9800000000000198e-07
0.52  1.1999999999992421e-08  1.1999999999992421e-08
0.53  -1.8399999999999672e-07  -1.8399999999999672e-07
0.54  -3.879999999999949e-07  -3.879999999999949e-07
0.55  -6.000000000000022e-07  -6.000000000000022e-07
0.56  -8.21999999999989e-07  -8.21999999999989e-07
